Date,Open,High,Low,Close,Volume
2023-01-01,113.6796169252399,248.63092133232237,126.47030818293501,207.4287069261838,2435719
2023-01-02,179.69193068000743,234.5844832529154,125.34353513678386,194.80397059797855,1231791
2023-01-03,109.30219861330825,228.50987025490736,116.55134495029323,203.6658995414687,1483330
2023-01-04,130.88591891623088,226.76714018248583,103.78330315785655,219.85550238556056,2427768
2023-01-05,154.42832634732434,203.1358908249884,123.39702539577429,158.14922541763087,2060962
2023-01-06,138.91059148158018,249.9367875851515,142.91619712517596,192.47791514053569,1292289
2023-01-07,160.33050427016693,226.35435592689487,115.21793501740999,176.0064121893349,1943966
2023-01-08,175.22928555074606,201.28684344406918,106.89594421091964,152.43389473876982,2068225
2023-01-09,170.6169059868296,240.83615775005336,107.89300857837038,160.99121715155079,2110090
2023-01-10,127.29438896152803,231.0972916756167,126.64003170773412,179.38912006894847,2478851
2023-01-11,104.5513054524937,229.3764717967654,103.6088444177204,218.81522694660146,1633925
2023-01-12,189.3645087770941,232.17055181612707,102.91591286347224,211.88834663445795,1543787
2023-01-13,183.5273214700006,247.84375171573254,104.36124448238618,165.6993044001581,2301097
2023-01-14,153.09607672694221,206.88383556926172,142.19708647922917,206.79528481844324,2460889
2023-01-15,110.22585165012096,240.06835985375918,95.32077973812535,150.81555905217502,1337443
2023-01-16,101.11993681649955,227.25065451066186,129.04354923815703,192.89792553227906,1757614
2023-01-17,140.5204857528416,225.0466566482485,108.61439023407692,205.33160453787167,2149894
2023-01-18,170.2254963261073,207.99087466001174,93.42055582666335,187.6107794634231,1355960
2023-01-19,126.54801381198516,210.2087503078038,90.332348173625,219.72827592598895,2309557
2023-01-20,162.04082546318233,209.33466203636553,125.9365487399885,151.26938926503195,2266454
2023-01-21,125.0044451285167,238.2854767167845,135.5244736257394,164.7443502084601,1886415
2023-01-22,190.2723658009673,232.15339584031614,123.30025492444199,219.06811974966973,2061932
2023-01-23,143.82383426788897,222.34437519599308,118.9452409826544,181.69834466685705,2322366
2023-01-24,122.67715712104055,207.19979179622604,99.07451172667126,201.01468087675104,2339894
2023-01-25,111.03904613459527,239.6396524732238,91.80756888086977,155.94750357284096,2414461
2023-01-26,197.94805567945042,205.43811533755814,127.87018823989277,219.1829475151709,1948141
2023-01-27,129.3941461087494,209.14298987584635,110.37820496963167,211.4093708259583,1485603
2023-01-28,111.04089406227254,247.3705284578848,96.65736640234276,186.49631903656328,2000236
2023-01-29,165.75656936461752,221.12463537596238,132.02624282734777,217.20381591876418,2032128
2023-01-30,122.05171129732844,238.1492743220332,131.65717343011926,150.59479281140193,1986515
2023-01-31,134.11552455340262,212.02696425246785,100.1892035977704,153.83661854106853,2012640
2023-02-01,188.84834596711107,225.64988178616866,145.91684762762065,195.84594538132623,1376930
2023-02-02,118.21080338292711,248.78184273228987,119.55566850140121,195.37821871894977,1674316
2023-02-03,133.6164776462626,204.36839634517563,128.14803037000462,201.13137333944067,1945746
2023-02-04,114.50751487914206,221.79433471765208,137.33147021031056,161.49397081073732,1169312
2023-02-05,194.1351209336335,236.94965502862783,106.41608146631245,211.45116523185342,1007820
2023-02-06,148.99159360909383,222.28541356599249,126.56547884353304,179.92088307087332,2346346
2023-02-07,183.90836291292197,229.89073136868907,141.52287967544504,160.67765926306978,1545030
2023-02-08,158.56023997539518,206.9082278768233,94.89945265986725,159.5380255608257,2281316
2023-02-09,111.55014517963996,224.9794700525554,120.97375962466012,176.53479398205835,1465845
2023-02-10,105.85190317215375,246.93439616531396,94.21731892966679,157.8533346614468,2229984
2023-02-11,150.72286668953842,238.62337657740795,95.26110430221377,151.29376993286743,1357668
2023-02-12,116.37101985794833,214.19850875669385,116.91629293624985,173.67292939490278,1016360
2023-02-13,144.47087851068864,237.63109431810173,145.98379004554414,214.23485714891433,2300839
2023-02-14,124.20036443971175,201.4470216117708,94.09145692380702,201.38070321540297,1549237
2023-02-15,129.75460944199978,236.94996879005086,92.76517060696122,207.68860766007208,2293917
2023-02-16,152.90221318069848,214.70940919777422,132.73400711019684,157.22522705667828,2232017
2023-02-17,101.72819274180135,247.29176074260536,132.21517374220113,171.13795320337405,1620862
2023-02-18,172.386340539488,211.88082234779404,125.83519974383893,159.49166138174175,1383319
2023-02-19,199.78758080387956,221.24211480804382,129.48760314513385,186.89767980802023,2341626
2023-02-20,152.02413029453118,212.38993487637097,146.80698741942405,179.6603753140251,1144618
2023-02-21,152.4025661365322,226.49783447632174,131.8835099043092,186.42963600380986,2361984
2023-02-22,113.83664143788337,207.92360064057362,109.0341334343872,190.5647831017874,1892324
2023-02-23,191.1745479748716,200.26671295901062,134.758879093938,192.53534145748404,2222266
2023-02-24,146.00914941730773,246.80880458710584,91.3078558399013,208.83054819951172,2425091
2023-02-25,189.54403821229806,213.5896263136037,146.47334464376445,184.53174248937918,2317713
2023-02-26,176.6609694167054,216.3815152614564,142.51688934293588,192.37748582752292,1786727
2023-02-27,158.96028597494396,202.34375352726192,94.51636281162081,183.54287907734835,1876959
2023-02-28,135.1691351907569,228.78401102048605,113.07013242690442,163.5960954903701,2317248
2023-03-01,167.4229115074295,216.96393730277003,106.88821608721297,180.68769652294932,1160676
2023-03-02,187.97604754926118,205.5693378072983,110.14965648391734,194.86343176836982,1448063
2023-03-03,196.89420761910532,245.58197042467123,109.72330328170416,190.35902010051942,1198764
2023-03-04,181.23061304977077,203.6285942054913,94.40580280809674,194.022000732587,1081493
2023-03-05,152.9781555150514,219.83430436960384,132.6898020539507,183.14268689608753,1000902
2023-03-06,115.68855687422221,209.66085321107528,104.77877667663651,192.08812496137438,2177410
2023-03-07,155.08069421180608,214.50210962140432,135.98465822082173,159.73471014196986,2074920
2023-03-08,100.8995822150031,242.70332397969185,125.62652046988484,219.97885662114774,1169408
2023-03-09,174.2682353651739,230.33406488852737,116.16650529320066,198.3163941078897,1845674
2023-03-10,177.2775778805705,233.83007420120524,125.67666681835979,155.63354548160677,1656585
2023-03-11,188.41276922195382,228.87755129339004,112.25809487893575,219.93466505091084,2038954
2023-03-12,179.96006162906508,238.9194104946307,113.90132861007774,189.39640554979292,2345468
2023-03-13,101.37931064017651,238.93211063689688,125.0051362908103,153.7521893404581,1207613
2023-03-14,185.44239971225306,212.45737206433515,90.15559903727906,164.7736605953725,1893556
2023-03-15,109.34418783122763,224.72281375823576,100.69572228092477,157.7621968986886,1138921
2023-03-16,141.17647176436245,227.57190318528032,116.19206721558058,153.76595984120377,2367673
2023-03-17,152.13282398684362,232.04131651874096,139.61291768794192,161.7302993107747,2112343
2023-03-18,128.54645084072726,230.8135246129586,115.96862392412186,182.0543230689427,2069286
2023-03-19,157.93822774136,240.66826491469973,116.68697821482097,156.40417466824758,2234666
2023-03-20,143.20716820906833,215.23952225979232,94.75390807263769,203.20223246469612,1895824
2023-03-21,155.0816204502831,228.46143751785888,132.20871433442957,154.69411625730862,2248934
2023-03-22,177.0434315968826,235.9905690231009,103.78411169557677,175.4681169811105,1622967
2023-03-23,192.04602919380991,215.81499801443707,131.7183487233631,189.11614356269374,1712617
2023-03-24,133.36348796089396,209.3165876597124,133.45023862796515,171.1684015451029,1935868
2023-03-25,114.89505609532951,236.80729063759014,124.01853925901074,172.0246739117842,1652104
2023-03-26,192.59511053041038,205.89749189787497,145.71016210333,211.06972762745852,1664323
2023-03-27,166.22360760701423,220.092983044851,93.31180170290735,194.0562031750781,2342674
2023-03-28,128.35408429371034,213.7166202429081,140.69262335540148,168.2795724881583,1565062
2023-03-29,130.6499905320219,200.6278264123357,102.93441987081341,182.971010409765,2251171
2023-03-30,125.95563295881676,210.38746120686912,96.54000042071829,181.1467810453487,1101810
2023-03-31,115.48105555693158,233.66977148104615,95.13708770896972,199.86934412823967,2425817
2023-04-01,149.535195358623,203.091957372297,142.70675490500386,179.34654770709955,2488993
2023-04-02,166.73542354403563,205.47880611230173,134.33808663223988,214.30859530629786,1221426
2023-04-03,180.16740365827528,225.00679198575648,147.46784775319708,164.79790935627517,1977669
2023-04-04,150.53677873096228,212.40732466395508,127.20562486272362,189.58295332247826,1124926
2023-04-05,184.01584583853378,223.69524558976929,96.42630008351067,188.13751150243155,1803949
2023-04-06,117.26946333186822,229.9291985560891,139.2195455293799,216.90993627540036,1634151
2023-04-07,106.01356919928865,211.23878272797512,99.4016885631822,182.34994501213782,1102932
2023-04-08,159.90324741505148,247.10684381016117,149.47849725917436,215.952167519554,2028177
2023-04-09,149.70558601228697,202.84702174044864,103.66003580045233,180.7135242118865,1141295
2023-04-10,150.94028276730677,224.47288069406588,129.62549007333007,200.5158385407056,2360159
